Driver_ID,dr_city,dr_state,dr_contract,dr_commission,dr_paytype,dr_wkbase,dr_onduty,dr_status
68792,SLIDELL                       ,LA ,1,100,COMMISSION,NULL,0,236
68794,NASHVILLE                     ,TN ,1,100,COMMISSION,NULL,1,107
68795,NASHVILLE                     ,TN ,1,100,COMMISSION,NULL,1,107
68799,NASHVILLE                     ,TN ,1,100,COMMISSION,NULL,1,107
68800,LAWRENCE                      ,MA ,1,100,COMMISSION,NULL,0,236
68801,LAWRENCE                      ,MA ,1,100,COMMISSION,0,0,236
68802,LAS VEGAS                     ,NV ,1,100,COMMISSION,NULL,1,107
68811,ROMULUS                       ,MI ,1,100,COMMISSION,NULL,0,236
68826,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
68833,MOLINE ACRES                  ,MO ,1,100,COMMISSION,NULL,1,107
68834,HAMPSTEAD                     ,MD ,1,100,COMMISSION,NULL,0,236
68836,NASHVILLE                     ,TN ,1,100,COMMISSION,NULL,1,107
68838,DAYTON                        ,TX ,1,100,COMMISSION,NULL,1,107
68846,CAPE CORAL                    ,FL ,1,100,COMMISSION,0,0,236
68850,BETHLEHEM                     ,PA ,1,100,COMMISSION,0,1,107
68853,KENT                          ,OH ,1,100,COMMISSION,NULL,1,107
68855,LATHROP                       ,CA ,1,100,COMMISSION,0,0,236
68860,ELGIN                         ,IL ,1,100,COMMISSION,NULL,0,236
68863,MIAMI                         ,FL ,1,100,COMMISSION,0,1,107
68865,GREAT NECK                    ,NY ,1,100,COMMISSION,NULL,0,236
68870,RICHMOND                      ,TX ,1,100,COMMISSION,NULL,0,236
68873,BRAMPTON                      ,ON ,1,0,DAILY     ,NULL,1,107
68877,SAN YSIDRO                    ,CA ,1,100,COMMISSION,NULL,1,107
68880,CHICAGO                       ,IL ,1,100,COMMISSION,0,0,236
68881,PERTH AMBOY                   ,NJ ,1,100,COMMISSION,0,1,107
68882,VALLEJO                       ,CA ,1,100,COMMISSION,NULL,0,236
68884,VALLEJO                       ,CA ,1,100,COMMISSION,NULL,0,236
68885,WOOD CROSS                    ,UT ,1,100,COMMISSION,NULL,0,236
68888,AMITYVILLE                    ,NY ,1,100,COMMISSION,NULL,1,107
68893,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
68904,CORAL SPRINGS                 ,FL ,1,100,COMMISSION,0,1,107
68905,CORAL SPRINGS                 ,FL ,1,100,COMMISSION,NULL,0,236
68916,LAGRANGE                      ,GA ,1,100,COMMISSION,NULL,0,236
68917,LAGRANGE                      ,GA ,1,100,COMMISSION,NULL,0,236
68920,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
68923,CAPE CORAL                    ,FL ,1,100,COMMISSION,NULL,0,236
68927,BAYTOWN                       ,TX ,1,100,COMMISSION,NULL,0,236
68928,BEAUMONT                      ,TX ,1,100,COMMISSION,NULL,0,236
68929,BAYTOWN                       ,TX ,1,100,COMMISSION,NULL,0,236
68931,TOMS RIVER                    ,NJ ,1,100,COMMISSION,NULL,1,107
68938,BAYTOWN                       ,TX ,1,100,COMMISSION,NULL,0,236
68940,LIVONIA                       ,MI ,1,100,COMMISSION,NULL,0,236
68944,TORONTO                       ,ON ,1,0,DAILY     ,NULL,1,107
68947,PORT SAINT LUCIE              ,FL ,1,100,COMMISSION,NULL,0,236
68954,TAMPA                         ,FL ,1,100,COMMISSION,0,0,236
68956,WATERBURY                     ,CT ,1,0,WEEKLY    ,NULL,1,107
68959,BUCKEYE                       ,AZ ,1,100,COMMISSION,0,1,107
68962,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
68965,DORCHESTER                    ,MA ,1,100,COMMISSION,0,0,236
68969,STALLINGS                     ,NC ,1,100,COMMISSION,0,0,236
68970,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
68972,NORFOLK                       ,VA ,1,100,COMMISSION,NULL,0,236
68974,SAN LEANDRO                   ,CA ,1,100,COMMISSION,NULL,0,236
68975,CLAIRTON                      ,PA ,1,100,COMMISSION,NULL,0,236
68978,MIAMI                         ,FL ,1,100,COMMISSION,NULL,0,236
68979,VAUXHALL                      ,NJ ,1,100,COMMISSION,0,1,107
68986,MIAMI                         ,FL ,1,100,COMMISSION,NULL,1,107
68989,MIAMI                         ,FL ,1,100,COMMISSION,NULL,0,236
68993,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
68994,HOUSTON                       ,TX ,1,100,COMMISSION,0,0,236
68998,NEW BRAUNFELS                 ,TX ,1,100,COMMISSION,NULL,1,107
69001,AURORA                        ,IL ,1,100,COMMISSION,NULL,0,236
69008,CONROE                        ,TX ,1,100,COMMISSION,0,1,107
69010,BAKERSFIELD                   ,CA ,1,100,COMMISSION,0,0,236
69014,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69015,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69017,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69020,UNION CITY                    ,NJ ,1,100,COMMISSION,NULL,0,236
69021,INDIANAPOLIS                  ,IN ,1,100,COMMISSION,NULL,1,107
69023,BAKERSFIELD                   ,CA ,1,100,COMMISSION,0,0,236
69024,SHARON                        ,MA ,1,100,COMMISSION,NULL,0,236
69035,MIAMI                         ,FL ,1,100,COMMISSION,NULL,0,236
69041,MIAMI                         ,FL ,1,100,COMMISSION,0,0,236
69046,ALVIN                         ,TX ,1,100,COMMISSION,NULL,0,236
69047,KENILWORTH                    ,NJ ,1,100,COMMISSION,NULL,1,107
69048,KENILWORTH                    ,NJ ,1,100,COMMISSION,NULL,1,107
69049,KENILWORTH                    ,NJ ,1,100,COMMISSION,NULL,1,107
69051,TRAVERSE CITY                 ,MI ,1,100,COMMISSION,NULL,0,236
69052,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69054,QUINCY                        ,MA ,1,100,COMMISSION,NULL,0,236
69056,FALL RIVER                    ,MA ,1,100,COMMISSION,NULL,1,107
69057,FALL RIVER                    ,MA ,1,100,COMMISSION,NULL,1,107
69061,READING                       ,PA ,1,100,COMMISSION,0,1,107
69062,READING                       ,PA ,1,100,COMMISSION,NULL,1,107
69066,GREENVILLE                    ,TN ,1,100,COMMISSION,0,1,107
69067,NEW PALESTINE                 ,IN ,1,100,COMMISSION,0,0,236
69069,HUDSON                        ,FL ,1,100,COMMISSION,0,1,107
69070,HUDSON                        ,FL ,1,100,COMMISSION,0,1,107
69071,EGG HARBOR TWP                ,NJ ,1,100,COMMISSION,NULL,1,107
69073,EGG HARBOR TWP                ,NJ ,1,100,COMMISSION,NULL,1,107
69074,TACOMA                        ,WA ,1,100,COMMISSION,NULL,1,107
69075,LULA                          ,GA ,1,100,COMMISSION,NULL,0,236
69077,LULA                          ,GA ,1,100,COMMISSION,NULL,0,236
69081,MARIETTA                      ,GA ,1,100,COMMISSION,NULL,0,236
69083,FT MYERS                      ,FL ,1,100,COMMISSION,0,0,236
69084,FT MYERS                      ,FL ,1,100,COMMISSION,0,0,236
69085,FT MYERS                      ,FL ,1,100,COMMISSION,0,0,236
69086,BRIDGEPORT                    ,CT ,1,100,COMMISSION,NULL,0,236
69094,CHARLOTTE                     ,NC ,1,100,COMMISSION,0,1,107
69099,MISSION VIEJO                 ,CA ,1,100,COMMISSION,NULL,0,236
69102,NEWARK                        ,DE ,1,100,COMMISSION,NULL,1,107
69103,HALEDON                       ,NJ ,1,100,COMMISSION,NULL,1,107
69104,GEORGETOWN                    ,DE ,1,100,COMMISSION,NULL,1,107
69105,DELTONA FL                    ,FL ,1,100,COMMISSION,0,1,107
69106,WYOMING                       ,MI ,1,100,COMMISSION,NULL,0,236
69107,NEW HAVEN                     ,MI ,1,100,COMMISSION,0,1,107
69108,DELTONA FL                    ,FL ,1,100,COMMISSION,0,1,107
69110,COLLEGE PARK                  ,GA ,1,100,COMMISSION,NULL,1,107
69112,MANASSAS                      ,VA ,1,100,COMMISSION,NULL,0,236
69113,MANASSAS                      ,VA ,1,100,COMMISSION,NULL,0,236
69114,COLLEGE PARK                  ,GA ,1,100,COMMISSION,NULL,1,107
69116,CICERO                        ,IL ,1,100,COMMISSION,0,1,107
69117,CICERO                        ,IL ,1,100,COMMISSION,NULL,1,107
69120,HOWARD                        ,PA ,1,100,COMMISSION,0,1,107
69123,BROOKLYN PARK                 ,MN ,1,100,COMMISSION,NULL,0,236
69126,BAKERSFIELD                   ,CA ,1,100,COMMISSION,0,0,236
69128,FRANKLIN                      ,MA ,1,100,COMMISSION,NULL,0,236
69129,BETHLEHEM                     ,PA ,1,100,COMMISSION,NULL,0,236
69130,NEW HAVEN                     ,MI ,1,100,COMMISSION,0,1,107
69139,MISSION VIEJO                 ,CA ,1,100,COMMISSION,0,0,236
69141,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69145,HARMONY                       ,NC ,1,100,COMMISSION,NULL,0,236
69148,VANCOUVER                     ,WA ,1,100,COMMISSION,NULL,0,236
69151,DAYTON                        ,TX ,1,100,COMMISSION,NULL,0,236
69153,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69154,SAINT PAUL                    ,MN ,1,100,COMMISSION,0,0,236
69155,DELTONA FL                    ,FL ,1,100,COMMISSION,NULL,1,107
69156,DELTONA FL                    ,FL ,1,100,COMMISSION,NULL,1,107
69160,PEMBROKE PINES                ,FL ,1,100,COMMISSION,0,0,236
69161,ST LOUIS                      ,MO ,1,100,COMMISSION,0,1,107
69165,PERTH AMBOY                   ,NJ ,1,100,COMMISSION,0,1,107
69169,PROVIDENCE                    ,RI ,1,100,COMMISSION,NULL,1,107
69173,KINGSTON                      ,ON ,1,0,DAILY     ,NULL,1,107
69174,CAMAS                         ,WA ,1,100,COMMISSION,NULL,0,236
69175,WHITTIER                      ,CA ,1,100,COMMISSION,NULL,0,236
69176,PLAINFIELD                    ,IL ,1,100,COMMISSION,NULL,1,107
69184,NEW HAVEN                     ,MI ,1,100,COMMISSION,NULL,1,107
69186,CHARLOTTE                     ,NC ,1,100,COMMISSION,0,1,107
69187,HUDSON                        ,FL ,1,100,COMMISSION,0,1,107
69201,CLERMONT                      ,FL ,1,100,COMMISSION,NULL,1,107
69203,SPRINGFIELD                   ,MA ,1,100,COMMISSION,NULL,0,236
69205,MISSISSAUGA                   ,ON ,1,0,WEEKLY    ,NULL,1,107
69207,FOREST PARK                   ,GA ,1,100,COMMISSION,NULL,0,236
69209,FOREST PARK                   ,GA ,1,100,COMMISSION,NULL,0,236
69211,HUDSON                        ,FL ,1,100,COMMISSION,0,1,107
69215,STALLINGS                     ,NC ,1,100,COMMISSION,0,0,236
69216,TUCKER                        ,GA ,1,100,COMMISSION,NULL,0,236
69217,DANBURY                       ,CT ,1,100,COMMISSION,NULL,1,107
69225,WEEHAWKIN                     ,NJ ,1,100,COMMISSION,NULL,0,236
69226,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69227,NORTH BERGEN                  ,NJ ,1,100,COMMISSION,NULL,1,107
69231,TUCKER                        ,GA ,1,100,COMMISSION,NULL,0,236
69232,SUMMIT                        ,IL ,1,100,COMMISSION,NULL,1,107
69233,KATY                          ,TX ,1,100,COMMISSION,NULL,0,236
69237,PATERSON                      ,NJ ,1,100,COMMISSION,NULL,0,236
69238,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,1,107
69239,BURLINGAME                    ,CA ,1,100,COMMISSION,NULL,0,236
69242,ASHBURN                       ,VA ,1,100,COMMISSION,NULL,0,236
69244,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69248,CHESTERFIELD                  ,VA ,1,100,COMMISSION,NULL,1,107
69250,MAUSTON                       ,WI ,1,100,COMMISSION,NULL,1,107
69251,MAUSTON                       ,WI ,1,100,COMMISSION,NULL,1,107
69253,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69258,"BRAMPTON,ON,L6X5C6            ",ON ,1,0,DAILY     ,NULL,0,236
69269,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69272,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69273,"SURREY,BC,V3R0W1              ",BC ,1,0,DAILY     ,NULL,0,236
69275,HIALEAH                       ,FL ,1,100,COMMISSION,0,0,236
69276,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69277,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69282,SURREY                        ,BC ,1,100,COMMISSION,NULL,0,236
69283,BROCKTON                      ,MA ,1,100,COMMISSION,NULL,1,107
69291,REVERE                        ,MA ,1,100,COMMISSION,NULL,1,107
69292,CANTON                        ,OH ,1,100,COMMISSION,0,0,236
69293,MARIETTA                      ,GA ,1,100,COMMISSION,NULL,1,107
69294,MARIETTA                      ,GA ,1,100,COMMISSION,NULL,1,107
69296,PHOENIX                       ,AZ ,1,100,COMMISSION,NULL,1,107
69298,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69301,PORTLAND                      ,OR ,1,100,COMMISSION,NULL,0,236
69304,CANTON                        ,OH ,1,100,COMMISSION,0,1,107
69306,BALTIMORE                     ,MD ,1,100,COMMISSION,NULL,0,236
69308,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69317,WHITTIER                      ,CA ,1,100,COMMISSION,NULL,1,107
69319,WEEHAWKIN                     ,NJ ,1,100,COMMISSION,NULL,0,236
69320,EUSTIS                        ,FL ,1,100,COMMISSION,0,1,107
69321,EUSTIS                        ,FL ,1,100,COMMISSION,0,0,236
69322,NORFOLK                       ,VA ,1,100,COMMISSION,0,0,236
69323,OZONE PARK                    ,NY ,1,100,COMMISSION,0,0,236
69328,DETROIT                       ,MI ,1,100,COMMISSION,NULL,1,107
69333,PORT JERVIS                   ,NY ,1,100,COMMISSION,0,1,107
69335,BROOKLYN PARK                 ,MN ,1,100,COMMISSION,NULL,1,107
69338,PASSAIC                       ,NJ ,1,100,COMMISSION,0,0,236
69340,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69345,ARLINGTON                     ,TX ,1,100,COMMISSION,NULL,0,236
69347,SAN MARCOS                    ,CA ,1,100,COMMISSION,0,0,236
69348,TUKWILA                       ,WA ,1,100,COMMISSION,NULL,1,107
69349,PUYALLUP                      ,WA ,1,100,COMMISSION,NULL,0,236
69351,SNELLVILLE                    ,GA ,1,100,COMMISSION,NULL,0,236
69352,SNELLVILLE                    ,GA ,1,100,COMMISSION,NULL,0,236
69353,LODI                          ,NJ ,1,100,COMMISSION,NULL,0,236
69356,TAMPA                         ,FL ,1,100,COMMISSION,0,0,236
69358,MESQUITE                      ,TX ,1,100,COMMISSION,NULL,0,236
69359,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69361,LOS ANGELES                   ,CA ,1,100,COMMISSION,NULL,1,107
69364,HUMBLE                        ,TX ,1,100,COMMISSION,NULL,0,236
69366,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69367,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69368,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69370,VIRGINIA BEACH                ,VA ,1,100,COMMISSION,NULL,1,107
69372,EUSTIS                        ,FL ,1,100,COMMISSION,0,0,236
69374,EAGAN                         ,MN ,1,100,COMMISSION,NULL,0,236
69377,MESQUITE                      ,TX ,1,100,COMMISSION,NULL,1,107
69379,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69383,SAINT PAUL                    ,MN ,1,100,COMMISSION,0,1,107
69384,GRAYSON                       ,GA ,1,100,COMMISSION,NULL,0,236
69389,GRAYSON                       ,GA ,1,100,COMMISSION,NULL,0,236
69390,HUMBLE                        ,TX ,1,100,COMMISSION,NULL,1,107
69393,ROOSEVELT                     ,NY ,1,100,COMMISSION,NULL,0,236
69396,LAWRENCEVILLE                 ,GA ,1,100,COMMISSION,NULL,0,236
69397,BROOKLYN                      ,NY ,1,100,COMMISSION,NULL,1,107
69405,FT MYERS                      ,FL ,1,100,COMMISSION,0,0,236
69409,INDIANAPOLIS                  ,IN ,1,100,COMMISSION,NULL,1,107
69414,CANTON                        ,OH ,1,100,COMMISSION,0,0,236
69415,KENT                          ,WA ,1,100,COMMISSION,NULL,1,107
69416,KENT                          ,WA ,1,100,COMMISSION,NULL,1,107
69418,KENT                          ,WA ,1,100,COMMISSION,NULL,1,107
69422,KENT                          ,WA ,1,100,COMMISSION,NULL,1,107
69423,LAS VEGAS                     ,NV ,1,100,COMMISSION,NULL,0,236
69426,THORNHILL                     ,ON ,1,0,DAILY     ,NULL,1,107
69427,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69431,SAINT PAUL                    ,MN ,1,100,COMMISSION,NULL,0,236
69432,LAS VEGAS                     ,NV ,1,100,COMMISSION,NULL,1,107
69433,WHARTON                       ,TX ,1,100,COMMISSION,0,0,236
69437,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69447,MIAMI                         ,FL ,1,100,COMMISSION,NULL,0,236
69448,BENNINGTON                    ,NE ,1,100,COMMISSION,0,0,236
69449,HAYWARD                       ,CA ,1,100,COMMISSION,NULL,1,107
69459,MERIDEN                       ,CT ,1,100,COMMISSION,NULL,0,236
69460,WARWICK                       ,RI ,1,100,COMMISSION,NULL,1,107
69462,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69466,TACOMA                        ,WA ,1,100,COMMISSION,NULL,0,236
69467,IRVING                        ,TX ,1,100,COMMISSION,NULL,0,236
69469,IRVING                        ,TX ,1,100,COMMISSION,NULL,0,236
69470,LAUREL                        ,MD ,1,100,COMMISSION,0,1,107
69471,LAUREL                        ,MD ,1,100,COMMISSION,0,1,107
69474,FRAMINGHAM                    ,MA ,1,100,COMMISSION,NULL,1,107
69476,ANKENY                        ,IA ,1,100,COMMISSION,NULL,0,236
69477,IRVING                        ,TX ,1,100,COMMISSION,NULL,0,236
69481,SAN MARCOS                    ,TX ,1,100,COMMISSION,NULL,0,236
69482,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69485,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69486,FONTANA                       ,CA ,1,100,COMMISSION,NULL,1,107
69490,EDINBURG                      ,TX ,1,100,COMMISSION,0,0,236
69492,SIMI VALLEY                   ,CA ,1,100,COMMISSION,NULL,1,107
69494,FORT MYERS                    ,FL ,1,100,COMMISSION,0,1,107
69495,FORT MYERS                    ,FL ,1,100,COMMISSION,0,1,107
69496,FORT MYERS                    ,FL ,1,100,COMMISSION,0,1,107
69497,SIMI VALLEY                   ,CA ,1,100,COMMISSION,NULL,1,107
69499,ALPHARETTA                    ,GA ,1,100,COMMISSION,0,1,107
69500,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69501,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69502,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69503,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69504,VIRGINIA BEACH                ,VA ,1,100,COMMISSION,0,0,236
69505,MARIETTA                      ,GA ,1,100,COMMISSION,NULL,1,107
69517,FLORISSANT                    ,MO ,1,100,COMMISSION,0,1,107
69519,IRVING                        ,TX ,1,100,COMMISSION,NULL,0,236
69525,GLEN BURNIE                   ,MD ,1,100,COMMISSION,NULL,0,236
69528,GLEN BURNIE                   ,MD ,1,100,COMMISSION,NULL,0,236
69530,GLEN BURNIE                   ,MD ,1,100,COMMISSION,NULL,0,236
69539,PERTH AMBOY                   ,NJ ,1,100,COMMISSION,0,1,107
69540,HUDSON                        ,FL ,1,100,COMMISSION,0,1,107
69541,KATY                          ,TX ,1,100,COMMISSION,NULL,1,107
69542,KATY                          ,TX ,1,100,COMMISSION,NULL,1,107
69545,MANCHESTER                    ,NH ,1,100,COMMISSION,0,1,107
69546,MANCHESTER                    ,NH ,1,100,COMMISSION,NULL,1,107
69547,MANCHESTER                    ,NH ,1,100,COMMISSION,NULL,1,107
69548,MANCHESTER                    ,NH ,1,100,COMMISSION,NULL,0,236
69549,MANCHESTER                    ,NH ,1,100,COMMISSION,NULL,1,107
69552,MANCHESTER                    ,NH ,1,100,COMMISSION,0,0,236
69554,MANCHESTER                    ,NH ,1,100,COMMISSION,NULL,1,107
69555,MANCHESTER                    ,NH ,1,100,COMMISSION,NULL,1,107
69560,ST LOUIS                      ,MO ,1,100,COMMISSION,NULL,0,236
69561,ANKENY                        ,IA ,1,100,COMMISSION,NULL,0,236
69562,LAUREL                        ,MD ,1,100,COMMISSION,0,1,107
69566,MORENO VALLEY                 ,CA ,1,100,COMMISSION,NULL,1,107
69567,GAINESVILLE                   ,GA ,1,100,COMMISSION,NULL,1,107
69569,CENTEREACH                    ,NY ,1,100,COMMISSION,NULL,1,107
69570,EUSTIS                        ,FL ,1,100,COMMISSION,0,1,107
69575,ORLANDO                       ,FL ,1,100,COMMISSION,NULL,0,236
69577,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69581,BROCKTON                      ,MA ,1,100,COMMISSION,0,0,236
69589,GLEN BURNIE                   ,MD ,1,100,COMMISSION,NULL,0,236
69594,BEAUMONT                      ,TX ,1,100,COMMISSION,NULL,1,107
69598,PHOENIX                       ,AZ ,1,100,COMMISSION,NULL,0,236
69606,CICERO                        ,IL ,1,100,COMMISSION,0,1,107
69611,MESA                          ,AZ ,1,100,COMMISSION,0,1,107
69616,CANTON                        ,OH ,1,100,COMMISSION,0,0,236
69619,PHILA                         ,PA ,1,100,COMMISSION,NULL,0,236
69624,GLEN BURNIE                   ,MD ,1,100,COMMISSION,NULL,0,236
69629,OSWEGO                        ,IL ,1,100,COMMISSION,NULL,0,236
69631,ELIZABETH                     ,NJ ,1,100,COMMISSION,NULL,0,236
69633,MAPLE                         ,ON ,1,0,DAILY     ,0,1,107
69638,LAWRENCEVILLE                 ,GA ,1,100,COMMISSION,0,1,107
69639,RANDALLSTOWN                  ,MD ,1,100,COMMISSION,0,1,107
69640,WINONA                        ,ON ,1,0,DAILY     ,0,1,107
69645,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69649,SOUTH GATE                    ,CA ,1,100,COMMISSION,0,1,107
69659,BATON ROUGE                   ,LA ,1,100,COMMISSION,NULL,0,236
69660,BATON ROUGE                   ,LA ,1,100,COMMISSION,NULL,0,236
69661,DES MOINES                    ,WA ,1,100,COMMISSION,NULL,1,107
69665,BAYTOWN                       ,TX ,1,100,COMMISSION,NULL,0,236
69668,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69669,FARMINGTON HILLS              ,MI ,1,100,COMMISSION,0,1,107
69670,BAKERSFIELD                   ,CA ,1,100,COMMISSION,0,0,236
69673,PENNSAUKEN                    ,NJ ,1,100,COMMISSION,NULL,0,236
69675,PROVO                         ,UT ,1,100,COMMISSION,NULL,0,236
69676,PROVO                         ,UT ,1,100,COMMISSION,NULL,0,236
69684,MAULDIN                       ,SC ,1,100,COMMISSION,0,1,107
69685,PROVO                         ,UT ,1,100,COMMISSION,NULL,0,236
69688,SAINT PAUL                    ,MN ,1,100,COMMISSION,0,0,236
69691,HUMBLE                        ,TX ,1,100,COMMISSION,NULL,1,107
69692,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69694,MIAMI                         ,FL ,1,100,COMMISSION,0,1,107
69695,KEARNS                        ,UT ,1,100,COMMISSION,NULL,0,236
69699,ST LOUIS                      ,MO ,1,100,COMMISSION,NULL,1,107
69700,WHITTIER                      ,CA ,1,100,COMMISSION,NULL,1,107
69703,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,1,107
69704,RENTON                        ,WA ,1,100,COMMISSION,NULL,1,107
69709,ATLANTA                       ,GA ,1,100,COMMISSION,NULL,0,236
69711,TAMPA                         ,FL ,1,100,COMMISSION,NULL,0,236
69712,TAMPA                         ,FL ,1,100,COMMISSION,NULL,0,236
69713,READING                       ,PA ,1,100,COMMISSION,NULL,0,236
69719,PEMBROKE PINES                ,FL ,1,100,COMMISSION,0,0,236
69720,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69721,PATERSON                      ,NJ ,1,100,COMMISSION,NULL,0,236
69722,PASSAIC                       ,NJ ,1,100,COMMISSION,NULL,0,236
69723,STALLINGS                     ,NC ,1,100,COMMISSION,0,1,107
69726,HUMBLE                        ,TX ,1,100,COMMISSION,NULL,1,107
69735,NORTH PROVIDENCE              ,RI ,1,100,COMMISSION,NULL,0,236
69737,SOMERSET                      ,MA ,1,100,COMMISSION,NULL,1,107
69739,SUMMIT                        ,IL ,1,100,COMMISSION,NULL,1,107
69740,BEAUMONT                      ,TX ,1,100,COMMISSION,NULL,1,107
69741,DULUTH                        ,MN ,1,100,COMMISSION,0,0,236
69742,DACULA                        ,GA ,1,100,COMMISSION,NULL,1,107
69748,ROSEDALE                      ,NY ,1,100,COMMISSION,NULL,0,236
69750,HUMBLE                        ,TX ,1,100,COMMISSION,0,1,107
69755,CASSELBERRY                   ,FL ,1,100,COMMISSION,NULL,1,107
69758,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69759,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69760,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69761,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69762,WEST READING                  ,PA ,1,100,COMMISSION,0,0,236
69763,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69764,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69769,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69770,MIAMI                         ,FL ,1,100,COMMISSION,NULL,0,236
69773,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69774,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69775,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69777,WOODSTOCK                     ,GA ,1,100,COMMISSION,NULL,1,107
69778,MILTON                        ,DE ,1,100,COMMISSION,NULL,0,236
69780,STEPHENS CITY                 ,VA ,1,100,COMMISSION,NULL,1,107
69781,CITRUS HEIGHTS                ,CA ,1,100,COMMISSION,NULL,1,107
69782,DENVER                        ,CO ,1,100,COMMISSION,NULL,0,236
69786,ELKRIDGE                      ,MD ,1,100,COMMISSION,NULL,0,236
69787,ELKRIDGE                      ,MD ,1,100,COMMISSION,NULL,1,107
69801,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,0,236
69803,WEST READING                  ,PA ,1,100,COMMISSION,0,1,107
69811,LYNNWOOD                      ,WA ,1,100,COMMISSION,NULL,0,236
69812,BUENA PARK                    ,CA ,1,100,COMMISSION,NULL,1,107
69816,GONZALES                      ,TX ,1,100,COMMISSION,NULL,0,236
69817,GONZALES                      ,TX ,1,100,COMMISSION,NULL,0,236
69819,GONZALES                      ,TX ,1,100,COMMISSION,NULL,0,236
69821,WOOD CROSS                    ,UT ,1,100,COMMISSION,NULL,1,107
69822,PHILADELPHIA                  ,PA ,1,100,COMMISSION,NULL,0,236
69827,SOUTH GATE                    ,CA ,1,100,COMMISSION,NULL,1,107
69831,CHARLOTTE                     ,NC ,1,100,COMMISSION,NULL,0,236
69832,ST PAUL                       ,MN ,1,100,COMMISSION,NULL,1,107
69840,"HAMILTON,ON,L8V2J3            ",ON ,1,0,DAILY     ,NULL,1,107
69844,HOUSTON                       ,TX ,1,100,COMMISSION,NULL,1,107
69846,HUMBLE                        ,TX ,1,100,COMMISSION,0,0,236
69847,HUMBLE                        ,TX ,1,100,COMMISSION,NULL,1,107
69850,ARLINGTON                     ,TX ,1,100,COMMISSION,NULL,0,236
69851,BOZEMAN                       ,MT ,1,100,COMMISSION,0,0,236
69852,PHILADELPHIA                  ,PA ,1,100,COMMISSION,NULL,0,236
